Name,Position,Weigth,Height,Age,Team
Chauncey Gardner-Johnson,DB,210, 5-11,26,philadelphia-eagles
Nick Gates,C,312, 6-5,29,philadelphia-eagles
Dallas Goedert,TE,256, 6-5,30,philadelphia-eagles
Charles Harris,DE,250, 6-3,29,philadelphia-eagles
Jalyx Hunt,LB,252, 6-3,23,philadelphia-eagles
Jalen Hurts,QB,223, 6-1,26,philadelphia-eagles
Fred Johnson,OT,326, 6-7,27,philadelphia-eagles
Lane Johnson,OT,325, 6-6,34,philadelphia-eagles
Cameron Jurgens,C,303, 6-3,25,philadelphia-eagles
Trevor Keegan,OG,308, 6-5,24,philadelphia-eagles
Darian Kinnard,OT,322, 6-5,24,philadelphia-eagles
Rick Lovato,LS,249, 6-2,32,philadelphia-eagles
Avonte Maddox,DB,184, 5-9,28,philadelphia-eagles
Jordan Mailata,OT,365, 6-8,27,philadelphia-eagles
Braden Mann,P,198, 5-11,27,philadelphia-eagles
Ochaun Mathis,LB,260, 6-5,25,philadelphia-eagles
Tristin McCollum,DB,195, 6-3,25,philadelphia-eagles
Tanner McKee,QB,231, 6-6,24,philadelphia-eagles
Quinyon Mitchell,DB,193, 6-0,23,philadelphia-eagles
Moro Ojomo,DT,292, 6-3,23,philadelphia-eagles
Kenny Pickett,QB,220, 6-3,26,philadelphia-eagles
Eli Ricks,DB,188, 6-2,23,philadelphia-eagles
Kelee Ringo,DB,207, 6-2,22,philadelphia-eagles
Isaiah Rodgers,DB,170, 5-10,26,philadelphia-eagles
Will Shipley,RB,209, 5-11,22,philadelphia-eagles
Darius Slay,DB,190, 6-0,33,philadelphia-eagles
Ainias Smith,WR,176, 5-9,23,philadelphia-eagles
DeVonta Smith,WR,170, 6-0,26,philadelphia-eagles
Nolan Smith,LB,238, 6-2,23,philadelphia-eagles
Tyler Steen,OT,321, 6-6,24,philadelphia-eagles
Josh Sweat,LB,265, 6-5,28,philadelphia-eagles
Jeremiah Trotter,TE,271, 6-5,31,philadelphia-eagles
Milton Williams,DT,290, 6-3,25,philadelphia-eagles
Johnny Wilson,WR,237, 6-6,23,philadelphia-eagles
James Bradberry,DB,210, 6-1,31,philadelphia-eagles
Le'Raven Clark,OT,319, 6-5,31,philadelphia-eagles
Brandon Graham,DE,265, 6-2,36,philadelphia-eagles
Bryce Huff,LB,255, 6-3,26,philadelphia-eagles
Ben VanSumeren,LB,231, 6-2,24,philadelphia-eagles
Tariq Castro-Fields,DB,197, 6-1,25,philadelphia-eagles
Tyrion Davis-Price,RB,219, 6-1,24,philadelphia-eagles
Dallas Gant,LB,224, 6-2,24,philadelphia-eagles
Danny Gray,WR,200, 6-0,25,philadelphia-eagles
Gabe Hall,DE,255, 6-4,25,philadelphia-eagles
Tarron Jackson,DE,254, 6-2,26,philadelphia-eagles
Parry Nickerson,DB,182, 5-10,30,philadelphia-eagles
Kyle Philips,WR,189, 5-11,25,philadelphia-eagles
Andre' Sam,DB,190, 6-0,25,philadelphia-eagles
Brett Toth,OT,304, 6-6,28,philadelphia-eagles
Patrick Johnson,LB,248, 6-2,26,philadelphia-eagles
Nick Allegretti,OG,320, 6-4,28,washington-commanders
Dorance Armstrong,DE,255, 6-4,27,washington-commanders
John Bates,TE,259, 6-6,27,washington-commanders
Nick Bellore,LB,250, 6-1,35,washington-commanders
Tyler Biadasz,C,318, 6-4,27,washington-commanders
Dyami Brown,WR,195, 6-0,25,washington-commanders
Noah Brown,WR,225, 6-2,27,washington-commanders
Percy Butler,DB,191, 6-0,24,washington-commanders
Jeremy Chinn,DB,220, 6-3,26,washington-commanders
Brandon Coleman,OT,320, 6-6,24,washington-commanders
Samuel Cosmi,OG,309, 6-6,25,washington-commanders
Jayden Daniels,QB,210, 6-4,23,washington-commanders
Carl Davis,DE,320, 6-5,32,washington-commanders
Michael Davis,DB,196, 6-2,29,washington-commanders
Sheldon Day,DT,285, 6-1,30,washington-commanders
Michael Deiter,OG,310, 6-6,28,washington-commanders
Jeff Driskel,QB,231, 6-4,31,washington-commanders
Zach Ertz,TE,250, 6-5,34,washington-commanders
Clelin Ferrell,DE,265, 6-4,27,washington-commanders
Darrick Forrest,DB,200, 5-11,25,washington-commanders
Zane Gonzalez,K,202, 6-0,29,washington-commanders
Dominique Hampton,DB,220, 6-3,24,washington-commanders
Jalyn Holmes,DT,283, 6-5,28,washington-commanders
Noah Igbinoghene,DB,197, 5-11,25,washington-commanders
Javontae Jean-Baptiste,DE,260, 6-5,24,washington-commanders
Marshon Lattimore,DB,192, 6-0,28,washington-commanders
Cornelius Lucas,OT,327, 6-8,33,washington-commanders
Frankie Luvu,LB,236, 6-3,28,washington-commanders
Jordan Magee,LB,226, 6-3,23,washington-commanders
Marcus Mariota,QB,222, 6-4,31,washington-commanders
Jartavius Martin,DB,195, 6-0,24,washington-commanders
Phidarian Mathis,DT,312, 6-4,26,washington-commanders
Luke McCaffrey,WR,198, 6-2,23,washington-commanders
Terry McLaurin,WR,210, 6-0,29,washington-commanders
Jeremy McNichols,RB,214, 5-9,28,washington-commanders
Jer'Zhan Newton,DT,295, 6-2,22,washington-commanders
Tyler Ott,LS,252, 6-3,32,washington-commanders
Tyler Owens,DB,213, 6-2,23,washington-commanders
Chris Paul,OG,324, 6-4,26,washington-commanders
Daron Payne,DT,320, 6-3,27,washington-commanders
Jeremy Reaves,DB,200, 5-11,28,washington-commanders
Brian Robinson,RB,228, 6-1,25,washington-commanders
Christopher Rodriguez,RB,224, 5-11,25,washington-commanders
Mike Sainristil,DB,182, 5-10,24,washington-commanders
Trenton Scott,OT,320, 6-5,30,washington-commanders
Ben Sinnott,TE,247, 6-4,22,washington-commanders
Benjamin St-Juste,DB,200, 6-3,27,washington-commanders
Bobby Wagner,LB,241, 6-0,34,washington-commanders
Mykal Walker,LB,230, 6-3,27,washington-commanders
Tress Way,P,220, 6-1,34,washington-commanders
Andrew Wylie,OT,309, 6-6,30,washington-commanders
Jonathan Allen,DT,300, 6-3,29,washington-commanders
Jamison Crowder,WR,177, 5-9,31,washington-commanders
Austin Ekeler,RB,200, 5-9,29,washington-commanders
Norell Pollard,DT,260, 6-1,24,washington-commanders
Austin Seibert,K,211, 5-9,28,washington-commanders
Kazmeir Allen,DE,267, 6-4,24,washington-commanders
Julian Good-Jones,OG,313, 6-5,27,washington-commanders
Bobby Hart,OT,334, 6-4,30,washington-commanders
Sam Hartman,QB,209, 6-1,25,washington-commanders
Andre Jones,DE,258, 6-5,26,washington-commanders
Ben Nikkel,DB,210, 6-1,25,washington-commanders
Efe Obada,DE,265, 6-6,32,washington-commanders
Bobby Price,DB,205, 6-4,26,washington-commanders
Mitchell Tinsley,WR,205, 6-1,25,washington-commanders
Brycen Tremayne,WR,212, 6-4,25,washington-commanders
Cole Turner,TE,240, 6-6,24,washington-commanders
Kevon Seymour,DB,185, 6-0,31,washington-commanders
Jamin Davis,LB,234, 6-4,25,washington-commanders
Emmanuel Forbes,DB,180, 6-0,23,washington-commanders
Carlos Watkins,DE,305, 6-3,30,washington-commanders
Cade York,K,206, 6-1,23,washington-commanders
Keenan Allen,WR,211, 6-2,32,chicago-bears
Kiran Amegadjie,OT,326, 6-5,22,chicago-bears
Tyson Bagent,QB,213, 6-3,24,chicago-bears
Ryan Bates,OG,302, 6-4,27,chicago-bears
Josh Blackwell,DB,180, 5-11,25,chicago-bears
Austin Booker,DE,245, 6-6,21,chicago-bears
Larry Borom,OT,333, 6-5,25,chicago-bears
Kevin Byard,DB,212, 5-11,31,chicago-bears
DeAndre Carter,WR,190, 5-8,31,chicago-bears
Byron Cowart,DT,300, 6-3,28,chicago-bears
Jake Curhan,OT,316, 6-6,26,chicago-bears
Scott Daly,LS,245, 6-1,30,chicago-bears
Gervon Dexter,DT,312, 6-6,23,chicago-bears
Tremaine Edmunds,LB,250, 6-5,26,chicago-bears
Gerald Everett,TE,245, 6-3,30,chicago-bears
Kyler Gordon,DB,200, 6-0,24,chicago-bears
Daniel Hardy,LB,240, 6-3,25,chicago-bears
Elijah Hicks,DB,200, 5-11,27,chicago-bears
Travis Homer,RB,202, 5-10,26,chicago-bears
Teven Jenkins,OG,321, 6-6,26,chicago-bears
Collin Johnson,WR,222, 6-6,27,chicago-bears
Jaylon Johnson,DB,196, 6-0,25,chicago-bears
Roschon Johnson,RB,225, 6-0,23,chicago-bears
Braxton Jones,OT,310, 6-5,25,chicago-bears
Cole Kmet,TE,260, 6-6,25,chicago-bears
Doug Kramer,C,300, 6-2,26,chicago-bears
Marcedes Lewis,TE,267, 6-6,40,chicago-bears
Jacob Martin,WR,210, 5-11,27,chicago-bears
Tarvarius Moore,DB,200, 6-2,28,chicago-bears
Rome Odunze,WR,215, 6-3,22,chicago-bears
Amen Ogbongbemiga,LB,231, 6-0,26,chicago-bears
Jonathan Owens,DB,210, 5-11,29,chicago-bears
Zacch Pickens,DT,300, 6-4,24,chicago-bears
Matt Pryor,OT,332, 6-7,29,chicago-bears
Dominique Robinson,LB,253, 6-5,26,chicago-bears
Jack Sanborn,LB,234, 6-2,24,chicago-bears
Cairo Santos,K,175, 5-8,33,chicago-bears
Tyler Scott,WR,185, 5-11,23,chicago-bears
Noah Sewell,LB,253, 6-2,23,chicago-bears
Coleman Shelton,C,285, 6-5,29,chicago-bears
Terell Smith,DB,207, 6-0,25,chicago-bears
Ameer Speed,DB,215, 6-3,25,chicago-bears
Tyrique Stevenson,DB,204, 6-0,24,chicago-bears
Montez Sweat,DE,262, 6-6,28,chicago-bears
D'Andre Swift,RB,215, 5-9,25,chicago-bears
Darrell Taylor,LB,267, 6-4,27,chicago-bears
Tory Taylor,P,223, 6-4,27,chicago-bears
DeMarcus Walker,DE,280, 6-4,30,chicago-bears
Caleb Williams,QB,215, 6-1,23,chicago-bears
Chris Williams,DT,302, 6-2,26,chicago-bears
Andrew Billings,DT,311, 6-1,29,chicago-bears
Jaquan Brisker,DB,200, 6-1,25,chicago-bears
Stephen Carlson,TE,240, 6-4,27,chicago-bears
Douglas Coleman,LB,200, 6-1,26,chicago-bears
Jaylon Jones,DB,190, 5-11,25,chicago-bears
Bill Murray,DT,307, 6-4,27,chicago-bears
Patrick Scales,LS,226, 6-3,36,chicago-bears
Nsimba Webster,WR,180, 5-10,28,chicago-bears
Micah Baskerville,LB,224, 6-0,25,chicago-bears
Theo Benedet,OT,305, 6-7,23,chicago-bears
Adrian Colbert,DB,205, 6-2,31,chicago-bears
Darrynton Evans,RB,203, 5-10,26,chicago-bears
Chris Glaser,OG,300, 6-4,25,chicago-bears
John Jackson,WR,215, 6-1,25,chicago-bears
Carl Jones,LB,230, 6-2,23,chicago-bears
Jamree Kromah,DE,275, 6-4,24,chicago-bears
Dashaun Mallory,DT,275, 6-1,25,chicago-bears
Austen Pleasants,OT,328, 6-7,27,chicago-bears
Austin Reed,QB,220, 6-1,24,chicago-bears
Reddy Steward,DB,178, 5-11,23,chicago-bears
Ricky Stromberg,C,313, 6-4,24,chicago-bears
Samori Toure,WR,191, 6-1,26,chicago-bears
Joel Wilson,TE,250, 6-4,24,chicago-bears
Tommy Sweeney,TE,255, 6-5,29,chicago-bears
Khari Blasingame,RB,233, 6-0,28,chicago-bears
Nate Davis,OG,316, 6-3,28,chicago-bears
Khalil Herbert,RB,212, 5-9,26,chicago-bears
Myles Adams,DE,285, 6-2,26,detroit-lions
Kwon Alexander,LB,227, 6-1,30,detroit-lions
Terrion Arnold,DB,199, 6-0,21,detroit-lions
Kayode Awosika,OG,315, 6-3,26,detroit-lions
Jake Bates,K,202, 5-10,25,detroit-lions
Brian Branch,DB,203, 6-0,23,detroit-lions
Jack Campbell,LB,243, 6-5,24,detroit-lions
Carlton Davis,DB,206, 6-1,27,detroit-lions
Taylor Decker,OT,318, 6-7,30,detroit-lions
Khalil Dorsey,DB,185, 5-8,26,detroit-lions
Jack Fox,P,218, 6-2,28,detroit-lions
Jahmyr Gibbs,RB,200, 5-9,22,detroit-lions
Graham Glasgow,OG,315, 6-6,32,detroit-lions
Jared Goff,QB,217, 6-4,30,detroit-lions
Hogan Hatten,LS,239, 6-2,24,detroit-lions
Hendon Hooker,QB,220, 6-3,26,detroit-lions
Brandon Joseph,DB,200, 6-0,23,detroit-lions
Kerby Joseph,DB,203, 6-1,24,detroit-lions
Sam LaPorta,TE,245, 6-3,23,detroit-lions
David Long,LB,227, 5-11,28,detroit-lions
Christian Mahogany,OG,319, 6-3,24,detroit-lions
Giovanni Manu,OT,354, 6-7,23,detroit-lions
Brodric Martin,DT,330, 6-5,25,detroit-lions
Alim McNeill,DT,315, 6-2,24,detroit-lions
David Montgomery,RB,224, 5-11,27,detroit-lions
Emmanuel Moseley,DL,250, 6-3,29,detroit-lions
Ben Niemann,LB,235, 6-2,29,detroit-lions
Michael Niese,OT,295, 6-5,26,detroit-lions
Trevor Nowaske,LB,237, 6-3,26,detroit-lions
Pat O'Connor,DE,270, 6-4,31,detroit-lions
Levi Onwuzurike,DE,290, 6-3,26,detroit-lions
Joshua Paschal,DE,274, 6-3,24,detroit-lions
Tim Patrick,WR,210, 6-5,31,detroit-lions
Frank Ragnow,DT,335, 6-3,30,detroit-lions
Craig Reynolds,RB,216, 5-11,28,detroit-lions
Amik Robertson,DB,187, 5-8,26,detroit-lions
Allen Robinson,WR,210, 6-2,31,detroit-lions
Penei Sewell,OT,335, 6-5,24,detroit-lions
Dan Skipper,OT,330, 6-9,30,detroit-lions
Za'Darius Smith,DE,275, 6-4,32,detroit-lions
Colby Sorsdal,WR,202, 6-0,25,detroit-lions
Loren Strickland,DB,202, 5-10,24,detroit-lions
Ezekiel Turner,LB,214, 6-2,28,detroit-lions
Sione Vaki,RB,213, 5-11,23,detroit-lions
Kindle Vildor,DB,189, 5-11,26,detroit-lions
Jameson Williams,WR,180, 6-1,23,detroit-lions
Jonah Williams,DE,275, 6-5,29,detroit-lions
Brock Wright,TE,250, 6-5,26,detroit-lions
Kevin Zeitler,OG,315, 6-4,34,detroit-lions
Shane Zylstra,TE,240, 6-4,28,detroit-lions
Alex Anzalone,LB,238, 6-3,30,detroit-lions
David Bada,DT,287, 6-5,29,detroit-lions
Michael Badgley,K,188, 5-10,29,detroit-lions
Derrick Barnes,LB,240, 6-0,25,detroit-lions
John Cominsky,DE,285, 6-5,29,detroit-lions
Marcus Davenport,DE,265, 6-6,28,detroit-lions
Connor Galvin,OT,300, 6-7,24,detroit-lions
Antoine Green,WR,199, 6-2,25,detroit-lions
Aidan Hutchinson,DE,268, 6-7,24,detroit-lions
Nate Lynn,DE,256, 6-3,22,detroit-lions
Ifeatu Melifonwu,DB,210, 6-3,25,detroit-lions
Netane Muti,OG,315, 6-3,25,detroit-lions
Kyle Peko,DT,305, 6-1,31,detroit-lions
Ennis Rakestraw,DB,191, 5-11,22,detroit-lions
Kalif Raymond,WR,180, 5-8,30,detroit-lions
Jalen Reeves-Maybin,LB,226, 6-1,29,detroit-lions
Malcolm Rodriguez,LB,234, 5-11,25,detroit-lions
Mekhi Wingo,DT,291, 6-0,21,detroit-lions
Mitchell Agude,LB,245, 6-4,25,detroit-lions
Abraham Beauplan,LB,235, 6-2,24,detroit-lions
Kingsley Eguakun,C,307, 6-3,23,detroit-lions
Jake Fromm,QB,215, 6-2,26,detroit-lions
Jermar Jefferson,RB,215, 5-10,24,detroit-lions
Jamarco Jones,OT,293, 6-4,28,detroit-lions
Tom Kennedy,WR,195, 5-10,28,detroit-lions
Kaevon Merriweather,DB,207, 6-0,24,detroit-lions
James Mitchell,TE,246, 6-4,25,detroit-lions
Morice Norris,DB,192, 5-11,24,detroit-lions
Donovan Peoples-Jones,WR,204, 6-2,25,detroit-lions
Chris Smith,DT,305, 6-1,24,detroit-lions
Isaiah Thomas,DE,266, 6-5,25,detroit-lions
Maurice Alexander,WR,174, 5-11,27,detroit-lions
Parker Hesse,TE,251, 6-3,29,detroit-lions
James Houston,DE,248, 6-1,26,detroit-lions
Jaire Alexander,DB,196, 5-10,27,green-bay-packers
Zayne Anderson,DB,206, 6-2,27,green-bay-packers
Corey Ballentine,DB,196, 5-11,28,green-bay-packers
Christopher Brooks,RB,219, 6-1,24,green-bay-packers
Karl Brooks,DE,296, 6-3,24,green-bay-packers
Javon Bullard,DB,198, 5-10,22,green-bay-packers
Kenny Clark,DT,314, 6-3,29,green-bay-packers
Edgerrin Cooper,LB,229, 6-2,23,green-bay-packers
Brenton Cox,LB,250, 6-4,24,green-bay-packers
Andre Dillard,OT,315, 6-5,29,green-bay-packers
Romeo Doubs,WR,204, 6-2,24,green-bay-packers
Kingsley Enagbare,LB,258, 6-4,24,green-bay-packers
John FitzPatrick,TE,262, 6-7,24,green-bay-packers
Rashan Gary,LB,277, 6-5,26,green-bay-packers
Travis Glover,OT,317, 6-6,24,green-bay-packers
Malik Heath,WR,213, 6-2,24,green-bay-packers
Ty'Ron Hopper,LB,228, 6-2,23,green-bay-packers
Josh Jacobs,RB,223, 5-10,26,green-bay-packers
Elgton Jenkins,OG,311, 6-5,28,green-bay-packers
Tucker Kraft,TE,259, 6-5,24,green-bay-packers
Jordan Love,QB,219, 6-4,26,green-bay-packers
Isaiah McDuffie,LB,227, 6-1,25,green-bay-packers
Xavier McKinney,DB,201, 6-0,26,green-bay-packers
Brandon McManus,K,201, 6-3,33,green-bay-packers
Bo Melton,WR,189, 5-11,25,green-bay-packers
Jacob Monk,C,308, 6-3,23,green-bay-packers
Arron Mosby,LB,250, 6-3,25,green-bay-packers
Josh Myers,C,310, 6-5,26,green-bay-packers
Keisean Nixon,DB,200, 5-10,27,green-bay-packers
Kitan Oladapo,DB,216, 6-2,24,green-bay-packers
Matt Orzech,LS,245, 6-3,29,green-bay-packers
Jayden Reed,WR,187, 5-11,24,green-bay-packers
Sean Rhyan,OG,321, 6-5,24,green-bay-packers
Robert Rochell,DB,193, 6-0,26,green-bay-packers
Ben Sims,TE,250, 6-5,24,green-bay-packers
Tedarrell Slaton,DT,330, 6-4,27,green-bay-packers
Eric Stokes,DB,194, 6-0,25,green-bay-packers
Kadeem Telfort,OT,322, 6-7,26,green-bay-packers
Zach Tom,C,304, 6-4,25,green-bay-packers
Carrington Valentine,DB,189, 6-0,23,green-bay-packers
Quay Walker,LB,241, 6-4,24,green-bay-packers
Rasheed Walker,OT,324, 6-6,24,green-bay-packers
Christian Watson,WR,208, 6-4,25,green-bay-packers
Daniel Whelan,P,216, 6-5,25,green-bay-packers
Dontayvion Wicks,WR,206, 6-1,23,green-bay-packers
Evan Williams,DB,200, 5-11,23,green-bay-packers
Malik Willis,QB,225, 6-1,25,green-bay-packers
Emanuel Wilson,RB,226, 5-11,25,green-bay-packers
Eric Wilson,LB,230, 6-1,30,green-bay-packers
Colby Wooden,DE,273, 6-4,23,green-bay-packers
Tyler Davis,TE,252, 6-4,27,green-bay-packers
AJ Dillon,RB,247, 6-0,26,green-bay-packers
Jordan Morgan,OT,311, 6-5,23,green-bay-packers
Luke Musgrave,TE,253, 6-6,24,green-bay-packers
MarShawn Lloyd,RB,220, 5-9,23,green-bay-packers
Deslin Alexandre,LB,264, 6-3,26,green-bay-packers
Michael Barrett,LB,232, 5-11,24,green-bay-packers
Omar Brown,DB,205, 6-1,24,green-bay-packers
Sean Clifford,QB,218, 6-2,26,green-bay-packers
James Ester,DT,289, 6-3,23,green-bay-packers
Jonathan Ford,DT,338, 6-5,25,green-bay-packers
Kamal Hadden,DB,192, 6-1,23,green-bay-packers
Marquis Hayes,OG,318, 6-5,25,green-bay-packers
Julian Hicks,WR,201, 6-2,25,green-bay-packers
Donovan Jennings,OT,323, 6-4,25,green-bay-packers
Cornelius Johnson,WR,212, 6-3,24,green-bay-packers
Kalen King,DB,191, 5-11,21,green-bay-packers
Alex McGough,QB,214, 6-3,29,green-bay-packers
Ellis Merriweather,RB,220, 6-1,25,green-bay-packers
Spencer Rolland,OT,306, 6-6,25,green-bay-packers
Messiah Swinson,TE,259, 6-7,24,green-bay-packers
Andrew Beck,RB,255, 6-3,28,green-bay-packers
Brayden Narveson,K,215, 6-0,25,green-bay-packers
Preston Smith,LB,271, 6-5,32,green-bay-packers
Jordan Addison,WR,175, 5-11,22,minnesota-vikings
Cam Akers,RB,217, 5-10,25,minnesota-vikings
Brian Asamoah,LB,226, 6-0,24,minnesota-vikings
Garrett Bradbury,C,300, 6-3,29,minnesota-vikings
Blake Brandel,OG,315, 6-7,27,minnesota-vikings
Jonathan Bullard,DE,290, 6-3,31,minnesota-vikings
Camryn Bynum,DB,200, 6-0,26,minnesota-vikings
Blake Cashman,LB,235, 6-1,28,minnesota-vikings
Ty Chandler,RB,204, 5-11,26,minnesota-vikings
Sam Darnold,QB,225, 6-3,27,minnesota-vikings
Jamin Davis,LB,234, 6-4,25,minnesota-vikings
Dan Feeney,C,305, 6-4,30,minnesota-vikings
Stephon Gilmore,DB,190, 6-0,34,minnesota-vikings
Jonathan Greenard,LB,259, 6-3,27,minnesota-vikings
Shaquill Griffin,DB,198, 6-0,29,minnesota-vikings
Kamu Grugier-Hill,LB,230, 6-2,30,minnesota-vikings
Edward Ingram,OG,307, 6-3,25,minnesota-vikings
Theo Jackson,DB,198, 6-1,26,minnesota-vikings
Justin Jefferson,WR,195, 6-1,25,minnesota-vikings
Aaron Jones,RB,208, 5-9,30,minnesota-vikings
Patrick Jones,LB,264, 6-4,26,minnesota-vikings
Michael Jurgens,OG,311, 6-4,24,minnesota-vikings
Dwight McGlothern,DB,185, 6-2,22,minnesota-vikings
Jake McQuaide,LS,247, 6-2,36,minnesota-vikings
Josh Metellus,DB,207, 5-11,26,minnesota-vikings
Fabian Moreau,DB,204, 6-0,30,minnesota-vikings
Nick Mullens,QB,210, 6-0,29,minnesota-vikings
John Mundt,TE,233, 6-4,30,minnesota-vikings
Byron Murphy,DB,190, 5-11,26,minnesota-vikings
Nick Muse,TE,252, 6-5,26,minnesota-vikings
Jalen Nailor,WR,190, 6-0,25,minnesota-vikings
Brian O'Neill,OT,310, 6-7,29,minnesota-vikings
Josh Oliver,TE,259, 6-5,27,minnesota-vikings
Harrison Phillips,DT,307, 6-3,28,minnesota-vikings
Brandon Powell,WR,181, 5-8,29,minnesota-vikings
David Quessenberry,OT,310, 6-5,34,minnesota-vikings
Jalen Redmond,DE,291, 6-2,25,minnesota-vikings
Bo Richter,LB,248, 6-1,24,minnesota-vikings
Dalton Risner,OG,312, 6-5,29,minnesota-vikings
Cam Robinson,OT,335, 6-6,29,minnesota-vikings
Walter Rouse,OT,313, 6-6,23,minnesota-vikings
Brett Rypien,QB,210, 6-2,28,minnesota-vikings
Trent Sherfield,WR,206, 6-1,28,minnesota-vikings
Harrison Smith,DB,211, 6-2,35,minnesota-vikings
Jerry Tillery,DT,295, 6-6,28,minnesota-vikings
Dallas Turner,LB,247, 6-3,21,minnesota-vikings
Jay Ward,DB,188, 6-1,24,minnesota-vikings
Jihad Ward,LB,285, 6-5,30,minnesota-vikings
Nahshon Wright,DB,200, 6-4,26,minnesota-vikings
Mekhi Blackmon,DB,178, 5-11,25,minnesota-vikings
Christian Darrisaw,OT,315, 6-5,25,minnesota-vikings
Andrew DePaola,LS,229, 6-1,37,minnesota-vikings
Jeremy Flax,OT,343, 6-5,25,minnesota-vikings
Jordan Kunaszyk,QB,219, 6-3,21,minnesota-vikings
Ivan Pace,LB,231, 5-10,23,minnesota-vikings
Will Reichard,K,187, 6-1,23,minnesota-vikings
Taki Taimani,DT,309, 6-1,25,minnesota-vikings
NaJee Thompson,DB,205, 5-11,24,minnesota-vikings
Travis Bell,DT,310, 6-0,26,minnesota-vikings
Henry Byrd,OG,310, 6-5,25,minnesota-vikings
Andre Carter,LB,256, 6-6,24,minnesota-vikings
Myles Gaskin,RB,199, 5-10,27,minnesota-vikings
Lucky Jackson,WR,186, 6-0,27,minnesota-vikings
Trishton Jackson,WR,191, 6-1,26,minnesota-vikings
Daniel Jones,QB,230, 6-5,27,minnesota-vikings
Jeshaun Jones,WR,188, 6-1,24,minnesota-vikings
Bobby McCain,DB,196, 5-9,31,minnesota-vikings
Calvin Munson,LB,240, 6-1,29,minnesota-vikings
Gabriel Murphy,LB,247, 6-2,24,minnesota-vikings
Sammis Reyes,TE,240, 6-7,29,minnesota-vikings
Zavier Scott,RB,219, 6-1,25,minnesota-vikings
Thayer Thomas,WR,195, 6-0,26,minnesota-vikings
Max Tooley,LB,225, 6-2,26,minnesota-vikings
Akayleb Evans,DB,198, 6-2,25,minnesota-vikings
Robert Tonyan,TE,240, 6-5,30,minnesota-vikings
Jonah Williams,DE,275, 6-5,29,minnesota-vikings
DeAundre Alford,DB,175, 5-11,27,atlanta-falcons
Tyler Allgeier,RB,220, 5-11,24,atlanta-falcons
Troy Andersen,LB,235, 6-4,25,atlanta-falcons
Matthew Bergeron,OT,323, 6-5,24,atlanta-falcons
JD Bertrand,LB,235, 6-1,24,atlanta-falcons
Natrone Brooks,DB,176, 5-11,24,atlanta-falcons
Lorenzo Carter,LB,252, 6-5,28,atlanta-falcons
Kirk Cousins,QB,205, 6-3,36,atlanta-falcons
Drew Dalman,C,300, 6-3,26,atlanta-falcons
Brandon Dorlus,DT,290, 6-3,23,atlanta-falcons
Ross Dwelley,TE,235, 6-5,29,atlanta-falcons
Arnold Ebiketie,LB,256, 6-3,25,atlanta-falcons
Kaden Elliss,LB,238, 6-2,29,atlanta-falcons
Rashaan Evans,LB,232, 6-2,28,atlanta-falcons
Eddie Goldman,DT,325, 6-3,30,atlanta-falcons
Richie Grant,DB,200, 6-0,27,atlanta-falcons
Antonio Hamilton,DB,188, 6-0,31,atlanta-falcons
Demone Harris,DE,272, 6-4,28,atlanta-falcons
Zach Harrison,DE,272, 6-6,23,atlanta-falcons
Kyle Hinton,OG,295, 6-2,26,atlanta-falcons
Khadarel Hodge,WR,208, 6-2,29,atlanta-falcons
Mike Hughes,DB,189, 5-10,28,atlanta-falcons
Grady Jarrett,DT,305, 6-0,31,atlanta-falcons
Matt Judon,LB,275, 6-3,32,atlanta-falcons
Kevin King,DB,200, 6-3,29,atlanta-falcons
Younghoe Koo,K,185, 5-9,30,atlanta-falcons
Nate Landman,LB,235, 6-3,26,atlanta-falcons
Chris Lindstrom,OG,307, 6-3,27,atlanta-falcons
Drake London,WR,213, 6-4,23,atlanta-falcons
DeAngelo Malone,LB,240, 6-4,25,atlanta-falcons
Jake Matthews,OT,309, 6-5,32,atlanta-falcons
Jase McClellan,RB,212, 5-11,22,atlanta-falcons
Liam McCullough,LS,247, 6-2,27,atlanta-falcons
Kaleb McGary,OT,306, 6-6,29,atlanta-falcons
Darnell Mooney,WR,177, 5-11,27,atlanta-falcons
Ryan Neuzil,OG,301, 6-3,27,atlanta-falcons
Storm Norton,OT,317, 6-7,30,atlanta-falcons
David Onyemata,DT,300, 6-3,32,atlanta-falcons
Brandon Parker,OT,305, 6-7,29,atlanta-falcons
Riley Patterson,K,190, 6-0,25,atlanta-falcons
Michael Penix,QB,216, 6-2,24,atlanta-falcons
Clark Phillips,DB,183, 5-10,22,atlanta-falcons
Bradley Pinion,P,229, 6-5,30,atlanta-falcons
Kyle Pitts,TE,246, 6-6,24,atlanta-falcons
Bijan Robinson,RB,215, 5-11,22,atlanta-falcons
Justin Simmons,DB,202, 6-2,31,atlanta-falcons
Kentavius Street,DT,287, 6-2,28,atlanta-falcons
Casey Washington,WR,200, 6-0,23,atlanta-falcons
Elijah Wilkinson,OG,329, 6-4,29,atlanta-falcons
Avery Williams,RB,195, 5-9,26,atlanta-falcons
Charlie Woerner,TE,241, 6-5,27,atlanta-falcons
Micah Abernathy,DB,196, 6-0,27,atlanta-falcons
Ta'Quon Graham,DT,294, 6-4,26,atlanta-falcons
Harrison Hand,DB,197, 5-11,26,atlanta-falcons
DeMarcco Hellams,DB,213, 6-1,24,atlanta-falcons
