Name,Position,Weight,Height,Age,Team
Montez Sweat,DE,262,78,28,chicago-bears
D'Andre Swift,RB,215,69,25,chicago-bears
Darrell Taylor,LB,267,76,27,chicago-bears
Tory Taylor,P,223,76,27,chicago-bears
DeMarcus Walker,DE,280,76,30,chicago-bears
Caleb Williams,QB,215,73,23,chicago-bears
Chris Williams,DT,302,74,26,chicago-bears
Andrew Billings,DT,311,73,29,chicago-bears
Jaquan Brisker,DB,200,73,25,chicago-bears
Stephen Carlson,TE,240,76,27,chicago-bears
Douglas Coleman,LB,200,73,26,chicago-bears
Jaylon Jones,DB,190,71,25,chicago-bears
Bill Murray,DT,307,76,27,chicago-bears
Patrick Scales,LS,226,75,36,chicago-bears
Nsimba Webster,WR,180,70,28,chicago-bears
Micah Baskerville,LB,224,72,25,chicago-bears
Theo Benedet,OT,305,79,23,chicago-bears
Adrian Colbert,DB,205,74,31,chicago-bears
Darrynton Evans,RB,203,70,26,chicago-bears
Chris Glaser,OG,300,76,25,chicago-bears
John Jackson,WR,215,73,25,chicago-bears
Carl Jones,LB,230,74,23,chicago-bears
Jamree Kromah,DE,275,76,24,chicago-bears
Dashaun Mallory,DT,275,73,25,chicago-bears
Austen Pleasants,OT,328,79,27,chicago-bears
Austin Reed,QB,220,73,24,chicago-bears
Reddy Steward,DB,178,71,23,chicago-bears
Ricky Stromberg,C,313,76,24,chicago-bears
Samori Toure,WR,191,73,26,chicago-bears
Joel Wilson,TE,250,76,24,chicago-bears
Tommy Sweeney,TE,255,77,29,chicago-bears
Khari Blasingame,RB,233,72,28,chicago-bears
Nate Davis,OG,316,75,28,chicago-bears
Khalil Herbert,RB,212,69,26,chicago-bears
Myles Adams,DE,285,74,26,detroit-lions
Kwon Alexander,LB,227,73,30,detroit-lions
Terrion Arnold,DB,199,72,21,detroit-lions
Kayode Awosika,OG,315,75,26,detroit-lions
Jake Bates,K,202,70,25,detroit-lions
Brian Branch,DB,203,72,23,detroit-lions
Jack Campbell,LB,243,77,24,detroit-lions
Carlton Davis,DB,206,73,27,detroit-lions
Taylor Decker,OT,318,79,30,detroit-lions
Khalil Dorsey,DB,185,68,26,detroit-lions
Jack Fox,P,218,74,28,detroit-lions
Jahmyr Gibbs,RB,200,69,22,detroit-lions
Graham Glasgow,OG,315,78,32,detroit-lions
Jared Goff,QB,217,76,30,detroit-lions
Hogan Hatten,LS,239,74,24,detroit-lions
Hendon Hooker,QB,220,75,26,detroit-lions
Brandon Joseph,DB,200,72,23,detroit-lions
Kerby Joseph,DB,203,73,24,detroit-lions
Sam LaPorta,TE,245,75,23,detroit-lions
David Long,LB,227,71,28,detroit-lions
Christian Mahogany,OG,319,75,24,detroit-lions
Giovanni Manu,OT,354,79,23,detroit-lions
Brodric Martin,DT,330,77,25,detroit-lions
Alim McNeill,DT,315,74,24,detroit-lions
David Montgomery,RB,224,71,27,detroit-lions
Emmanuel Moseley,DL,250,75,29,detroit-lions
Ben Niemann,LB,235,74,29,detroit-lions
Michael Niese,OT,295,77,26,detroit-lions
Trevor Nowaske,LB,237,75,26,detroit-lions
Pat O'Connor,DE,270,76,31,detroit-lions
Levi Onwuzurike,DE,290,75,26,detroit-lions
Joshua Paschal,DE,274,75,24,detroit-lions
Tim Patrick,WR,210,77,31,detroit-lions
Frank Ragnow,DT,335,75,30,detroit-lions
Craig Reynolds,RB,216,71,28,detroit-lions
Amik Robertson,DB,187,68,26,detroit-lions
Allen Robinson,WR,210,74,31,detroit-lions
Penei Sewell,OT,335,77,24,detroit-lions
Dan Skipper,OT,330,81,30,detroit-lions
Za'Darius Smith,DE,275,76,32,detroit-lions
Colby Sorsdal,WR,202,72,25,detroit-lions
Loren Strickland,DB,202,70,24,detroit-lions
Ezekiel Turner,LB,214,74,28,detroit-lions
Sione Vaki,RB,213,71,23,detroit-lions
Kindle Vildor,DB,189,71,26,detroit-lions
Jameson Williams,WR,180,73,23,detroit-lions
Jonah Williams,DE,275,77,29,detroit-lions
Brock Wright,TE,250,77,26,detroit-lions
Kevin Zeitler,OG,315,76,34,detroit-lions
Shane Zylstra,TE,240,76,28,detroit-lions
Alex Anzalone,LB,238,75,30,detroit-lions
David Bada,DT,287,77,29,detroit-lions
Michael Badgley,K,188,70,29,detroit-lions
Derrick Barnes,LB,240,72,25,detroit-lions
John Cominsky,DE,285,77,29,detroit-lions
Marcus Davenport,DE,265,78,28,detroit-lions
Connor Galvin,OT,300,79,24,detroit-lions
Antoine Green,WR,199,74,25,detroit-lions
Aidan Hutchinson,DE,268,79,24,detroit-lions
Nate Lynn,DE,256,75,22,detroit-lions
Ifeatu Melifonwu,DB,210,75,25,detroit-lions
Netane Muti,OG,315,75,25,detroit-lions
Kyle Peko,DT,305,73,31,detroit-lions
Ennis Rakestraw,DB,191,71,22,detroit-lions
Kalif Raymond,WR,180,68,30,detroit-lions
Jalen Reeves-Maybin,LB,226,73,29,detroit-lions
Malcolm Rodriguez,LB,234,71,25,detroit-lions
Mekhi Wingo,DT,291,72,21,detroit-lions
Mitchell Agude,LB,245,76,25,detroit-lions
Abraham Beauplan,LB,235,74,24,detroit-lions
Kingsley Eguakun,C,307,75,23,detroit-lions
Jake Fromm,QB,215,74,26,detroit-lions
Jermar Jefferson,RB,215,70,24,detroit-lions
Jamarco Jones,OT,293,76,28,detroit-lions
Tom Kennedy,WR,195,70,28,detroit-lions
Kaevon Merriweather,DB,207,72,24,detroit-lions
James Mitchell,TE,246,76,25,detroit-lions
Morice Norris,DB,192,71,24,detroit-lions
Donovan Peoples-Jones,WR,204,74,25,detroit-lions
Chris Smith,DT,305,73,24,detroit-lions
Isaiah Thomas,DE,266,77,25,detroit-lions
Maurice Alexander,WR,174,71,27,detroit-lions
Parker Hesse,TE,251,75,29,detroit-lions
James Houston,DE,248,73,26,detroit-lions
Jaire Alexander,DB,196,70,27,green-bay-packers
Zayne Anderson,DB,206,74,27,green-bay-packers
Corey Ballentine,DB,196,71,28,green-bay-packers
Christopher Brooks,RB,219,73,24,green-bay-packers
Karl Brooks,DE,296,75,24,green-bay-packers
Javon Bullard,DB,198,70,22,green-bay-packers
Kenny Clark,DT,314,75,29,green-bay-packers
Edgerrin Cooper,LB,229,74,23,green-bay-packers
Brenton Cox,LB,250,76,24,green-bay-packers
Andre Dillard,OT,315,77,29,green-bay-packers
Romeo Doubs,WR,204,74,24,green-bay-packers
Kingsley Enagbare,LB,258,76,24,green-bay-packers
John FitzPatrick,TE,262,79,24,green-bay-packers
Rashan Gary,LB,277,77,26,green-bay-packers
Travis Glover,OT,317,78,24,green-bay-packers
Malik Heath,WR,213,74,24,green-bay-packers
Ty'Ron Hopper,LB,228,74,23,green-bay-packers
Josh Jacobs,RB,223,70,26,green-bay-packers
Elgton Jenkins,OG,311,77,28,green-bay-packers
Tucker Kraft,TE,259,77,24,green-bay-packers
Jordan Love,QB,219,76,26,green-bay-packers
Isaiah McDuffie,LB,227,73,25,green-bay-packers
Xavier McKinney,DB,201,72,26,green-bay-packers
Brandon McManus,K,201,75,33,green-bay-packers
Bo Melton,WR,189,71,25,green-bay-packers
Jacob Monk,C,308,75,23,green-bay-packers
Arron Mosby,LB,250,75,25,green-bay-packers
Josh Myers,C,310,77,26,green-bay-packers
Keisean Nixon,DB,200,70,27,green-bay-packers
Kitan Oladapo,DB,216,74,24,green-bay-packers
Matt Orzech,LS,245,75,29,green-bay-packers
Jayden Reed,WR,187,71,24,green-bay-packers
Sean Rhyan,OG,321,77,24,green-bay-packers
Robert Rochell,DB,193,72,26,green-bay-packers
Ben Sims,TE,250,77,24,green-bay-packers
Tedarrell Slaton,DT,330,76,27,green-bay-packers
Eric Stokes,DB,194,72,25,green-bay-packers
Kadeem Telfort,OT,322,79,26,green-bay-packers
Zach Tom,C,304,76,25,green-bay-packers
Carrington Valentine,DB,189,72,23,green-bay-packers
Quay Walker,LB,241,76,24,green-bay-packers
Rasheed Walker,OT,324,78,24,green-bay-packers
Christian Watson,WR,208,76,25,green-bay-packers
Daniel Whelan,P,216,77,25,green-bay-packers
Dontayvion Wicks,WR,206,73,23,green-bay-packers
Evan Williams,DB,200,71,23,green-bay-packers
Malik Willis,QB,225,73,25,green-bay-packers
Emanuel Wilson,RB,226,71,25,green-bay-packers
Eric Wilson,LB,230,73,30,green-bay-packers
Colby Wooden,DE,273,76,23,green-bay-packers
Tyler Davis,TE,252,76,27,green-bay-packers
AJ Dillon,RB,247,72,26,green-bay-packers
Jordan Morgan,OT,311,77,23,green-bay-packers
Luke Musgrave,TE,253,78,24,green-bay-packers
MarShawn Lloyd,RB,220,69,23,green-bay-packers
Deslin Alexandre,LB,264,75,26,green-bay-packers
Michael Barrett,LB,232,71,24,green-bay-packers
Omar Brown,DB,205,73,24,green-bay-packers
Sean Clifford,QB,218,74,26,green-bay-packers
James Ester,DT,289,75,23,green-bay-packers
Jonathan Ford,DT,338,77,25,green-bay-packers
Kamal Hadden,DB,192,73,23,green-bay-packers
Marquis Hayes,OG,318,77,25,green-bay-packers
Julian Hicks,WR,201,74,25,green-bay-packers
Donovan Jennings,OT,323,76,25,green-bay-packers
Cornelius Johnson,WR,212,75,24,green-bay-packers
Kalen King,DB,191,71,21,green-bay-packers
Alex McGough,QB,214,75,29,green-bay-packers
Ellis Merriweather,RB,220,73,25,green-bay-packers
Spencer Rolland,OT,306,78,25,green-bay-packers
Messiah Swinson,TE,259,79,24,green-bay-packers
Andrew Beck,RB,255,75,28,green-bay-packers
Brayden Narveson,K,215,72,25,green-bay-packers
Preston Smith,LB,271,77,32,green-bay-packers
Jordan Addison,WR,175,71,22,minnesota-vikings
Cam Akers,RB,217,70,25,minnesota-vikings
Brian Asamoah,LB,226,72,24,minnesota-vikings
Garrett Bradbury,C,300,75,29,minnesota-vikings
Blake Brandel,OG,315,79,27,minnesota-vikings
Jonathan Bullard,DE,290,75,31,minnesota-vikings
Camryn Bynum,DB,200,72,26,minnesota-vikings
Blake Cashman,LB,235,73,28,minnesota-vikings
Ty Chandler,RB,204,71,26,minnesota-vikings
Sam Darnold,QB,225,75,27,minnesota-vikings
Jamin Davis,LB,234,76,25,minnesota-vikings
Dan Feeney,C,305,76,30,minnesota-vikings
Stephon Gilmore,DB,190,72,34,minnesota-vikings
Jonathan Greenard,LB,259,75,27,minnesota-vikings
Shaquill Griffin,DB,198,72,29,minnesota-vikings
Kamu Grugier-Hill,LB,230,74,30,minnesota-vikings
Edward Ingram,OG,307,75,25,minnesota-vikings
Theo Jackson,DB,198,73,26,minnesota-vikings
Justin Jefferson,WR,195,73,25,minnesota-vikings
Aaron Jones,RB,208,69,30,minnesota-vikings
Patrick Jones,LB,264,76,26,minnesota-vikings
Michael Jurgens,OG,311,76,24,minnesota-vikings
Dwight McGlothern,DB,185,74,22,minnesota-vikings
Jake McQuaide,LS,247,74,36,minnesota-vikings
Josh Metellus,DB,207,71,26,minnesota-vikings
Fabian Moreau,DB,204,72,30,minnesota-vikings
Nick Mullens,QB,210,72,29,minnesota-vikings
John Mundt,TE,233,76,30,minnesota-vikings
Byron Murphy,DB,190,71,26,minnesota-vikings
Nick Muse,TE,252,77,26,minnesota-vikings
Jalen Nailor,WR,190,72,25,minnesota-vikings
Brian O'Neill,OT,310,79,29,minnesota-vikings
Josh Oliver,TE,259,77,27,minnesota-vikings
Harrison Phillips,DT,307,75,28,minnesota-vikings
Brandon Powell,WR,181,68,29,minnesota-vikings
David Quessenberry,OT,310,77,34,minnesota-vikings
Jalen Redmond,DE,291,74,25,minnesota-vikings
Bo Richter,LB,248,73,24,minnesota-vikings
Dalton Risner,OG,312,77,29,minnesota-vikings
Cam Robinson,OT,335,78,29,minnesota-vikings
Walter Rouse,OT,313,78,23,minnesota-vikings
Brett Rypien,QB,210,74,28,minnesota-vikings
Trent Sherfield,WR,206,73,28,minnesota-vikings
Harrison Smith,DB,211,74,35,minnesota-vikings
Jerry Tillery,DT,295,78,28,minnesota-vikings
Dallas Turner,LB,247,75,21,minnesota-vikings
Jay Ward,DB,188,73,24,minnesota-vikings
Jihad Ward,LB,285,77,30,minnesota-vikings
Nahshon Wright,DB,200,76,26,minnesota-vikings
Mekhi Blackmon,DB,178,71,25,minnesota-vikings
Christian Darrisaw,OT,315,77,25,minnesota-vikings
Andrew DePaola,LS,229,73,37,minnesota-vikings
Jeremy Flax,OT,343,77,25,minnesota-vikings
Jordan Kunaszyk,QB,219,75,21,minnesota-vikings
Ivan Pace,LB,231,70,23,minnesota-vikings
Will Reichard,K,187,73,23,minnesota-vikings
Taki Taimani,DT,309,73,25,minnesota-vikings
NaJee Thompson,DB,205,71,24,minnesota-vikings
Travis Bell,DT,310,72,26,minnesota-vikings
Henry Byrd,OG,310,77,25,minnesota-vikings
Andre Carter,LB,256,78,24,minnesota-vikings
Myles Gaskin,RB,199,70,27,minnesota-vikings
Lucky Jackson,WR,186,72,27,minnesota-vikings
Trishton Jackson,WR,191,73,26,minnesota-vikings
Daniel Jones,QB,230,77,27,minnesota-vikings
Jeshaun Jones,WR,188,73,24,minnesota-vikings
Bobby McCain,DB,196,69,31,minnesota-vikings
Calvin Munson,LB,240,73,29,minnesota-vikings
Gabriel Murphy,LB,247,74,24,minnesota-vikings
Sammis Reyes,TE,240,79,29,minnesota-vikings
Zavier Scott,RB,219,73,25,minnesota-vikings
Thayer Thomas,WR,195,72,26,minnesota-vikings
Max Tooley,LB,225,74,26,minnesota-vikings
Akayleb Evans,DB,198,74,25,minnesota-vikings
Robert Tonyan,TE,240,77,30,minnesota-vikings
Jonah Williams,DE,275,77,29,minnesota-vikings
DeAundre Alford,DB,175,71,27,atlanta-falcons
Tyler Allgeier,RB,220,71,24,atlanta-falcons
Troy Andersen,LB,235,76,25,atlanta-falcons
Matthew Bergeron,OT,323,77,24,atlanta-falcons
JD Bertrand,LB,235,73,24,atlanta-falcons
Natrone Brooks,DB,176,71,24,atlanta-falcons
Lorenzo Carter,LB,252,77,28,atlanta-falcons
Kirk Cousins,QB,205,75,36,atlanta-falcons
Drew Dalman,C,300,75,26,atlanta-falcons
Brandon Dorlus,DT,290,75,23,atlanta-falcons
Ross Dwelley,TE,235,77,29,atlanta-falcons
Arnold Ebiketie,LB,256,75,25,atlanta-falcons
Kaden Elliss,LB,238,74,29,atlanta-falcons
Rashaan Evans,LB,232,74,28,atlanta-falcons
Eddie Goldman,DT,325,75,30,atlanta-falcons
Richie Grant,DB,200,72,27,atlanta-falcons
Antonio Hamilton,DB,188,72,31,atlanta-falcons
Demone Harris,DE,272,76,28,atlanta-falcons
Zach Harrison,DE,272,78,23,atlanta-falcons
Kyle Hinton,OG,295,74,26,atlanta-falcons
Khadarel Hodge,WR,208,74,29,atlanta-falcons
Mike Hughes,DB,189,70,28,atlanta-falcons
Grady Jarrett,DT,305,72,31,atlanta-falcons
Matt Judon,LB,275,75,32,atlanta-falcons
Kevin King,DB,200,75,29,atlanta-falcons
Younghoe Koo,K,185,69,30,atlanta-falcons
Nate Landman,LB,235,75,26,atlanta-falcons
Chris Lindstrom,OG,307,75,27,atlanta-falcons
Drake London,WR,213,76,23,atlanta-falcons
DeAngelo Malone,LB,240,76,25,atlanta-falcons
Jake Matthews,OT,309,77,32,atlanta-falcons
Jase McClellan,RB,212,71,22,atlanta-falcons
Liam McCullough,LS,247,74,27,atlanta-falcons
Kaleb McGary,OT,306,78,29,atlanta-falcons
Darnell Mooney,WR,177,71,27,atlanta-falcons
Ryan Neuzil,OG,301,75,27,atlanta-falcons
Storm Norton,OT,317,79,30,atlanta-falcons
David Onyemata,DT,300,75,32,atlanta-falcons
Brandon Parker,OT,305,79,29,atlanta-falcons
Riley Patterson,K,190,72,25,atlanta-falcons
Michael Penix,QB,216,74,24,atlanta-falcons
Clark Phillips,DB,183,70,22,atlanta-falcons
Bradley Pinion,P,229,77,30,atlanta-falcons
Kyle Pitts,TE,246,78,24,atlanta-falcons
Bijan Robinson,RB,215,71,22,atlanta-falcons
Justin Simmons,DB,202,74,31,atlanta-falcons
Kentavius Street,DT,287,74,28,atlanta-falcons
Casey Washington,WR,200,72,23,atlanta-falcons
Elijah Wilkinson,OG,329,76,29,atlanta-falcons
Avery Williams,RB,195,69,26,atlanta-falcons
Charlie Woerner,TE,241,77,27,atlanta-falcons
Micah Abernathy,DB,196,72,27,atlanta-falcons
Ta'Quon Graham,DT,294,76,26,atlanta-falcons
Harrison Hand,DB,197,71,26,atlanta-falcons
DeMarcco Hellams,DB,213,73,24,atlanta-falcons
Rondale Moore,WR,181,67,24,atlanta-falcons
Ruke Orhorhoro,DT,294,76,23,atlanta-falcons
James Smith-Williams,DE,265,76,27,atlanta-falcons
Junior Aho,DT,272,76,25,atlanta-falcons
Chris Blair,WR,198,74,27,atlanta-falcons
Phillip Dorsett,WR,185,70,31,atlanta-falcons
Dylan Drummond,WR,186,72,24,atlanta-falcons
Jovaughn Gwyn,OG,301,74,25,atlanta-falcons
Matt Hennessy,DB,208,74,26,atlanta-falcons
Khalid Kareem,DE,268,76,26,atlanta-falcons
LaCale London,DL,297,75,27,atlanta-falcons
Jesse Matthews,WR,190,72,25,atlanta-falcons
Nathan Peterman,QB,225,74,30,atlanta-falcons
Armani Rogers,TE,225,77,26,atlanta-falcons
Carlos Washington,RB,220,71,25,atlanta-falcons
Shemar Bartholomew,DB,200,73,24,carolina-panthers
Raheem Blackshear,RB,190,69,25,carolina-panthers
Jonathon Brooks,RB,207,72,21,carolina-panthers
Claudin Cherelus,LB,230,74,25,carolina-panthers
Dan Chisena,WR,202,75,27,carolina-panthers
Brady Christensen,OG,300,78,28,carolina-panthers
Jadeveon Clowney,LB,266,77,31,carolina-panthers
Jalen Coker,WR,213,75,23,carolina-panthers
Jaden Crumedy,DT,309,76,24,carolina-panthers
Andy Dalton,QB,220,74,37,carolina-panthers
Ikem Ekwonu,OT,320,76,24,carolina-panthers
Akayleb Evans,DB,198,74,25,carolina-panthers
Caleb Farley,DB,197,74,26,carolina-panthers
Sam Franklin,DB,210,75,28,carolina-panthers
Feleipe Franks,TE,228,78,26,carolina-panthers
Jordan Fuller,DB,203,74,26,carolina-panthers
Cam Gill,LB,240,75,26,carolina-panthers
Jonathan Harris,DE,290,77,28,carolina-panthers
Johnny Hekker,P,225,77,34,carolina-panthers
Jaycee Horn,DB,200,73,25,carolina-panthers
Chuba Hubbard,RB,210,73,25,carolina-panthers
Robert Hunt,OG,323,78,28,carolina-panthers
Dane Jackson,DB,180,71,28,carolina-panthers
Michael Jackson,LS,235,74,38,carolina-panthers
Josey Jewell,LB,260,76,26,carolina-panthers
Lonnie Johnson,DB,213,74,27,carolina-panthers
Jarrett Kingston,OG,308,76,25,carolina-panthers
Xavier Legette,WR,227,75,23,carolina-panthers
Damien Lewis,OG,327,74,27,carolina-panthers
Cade Mays,OG,325,78,25,carolina-panthers
David Moore,WR,220,72,29,carolina-panthers
Taylor Moton,OT,325,77,30,carolina-panthers
Yosuah Nijman,OT,314,79,28,carolina-panthers
Eddy Pineiro,K,190,71,29,carolina-panthers
LaBryan Ray,DE,290,76,26,carolina-panthers
Jon Rhattigan,LB,236,72,25,carolina-panthers
Demani Richardson,DB,215,73,24,carolina-panthers
A'Shawn Robinson,DE,320,75,29,carolina-panthers
Jammie Robinson,DB,190,71,23,carolina-panthers
Ja'Tavion Sanders,TE,252,76,21,carolina-panthers
Chau Smith-Wade,DB,176,71,22,carolina-panthers
Stephen Sullivan,TE,245,77,28,carolina-panthers
Adam Thielen,WR,195,74,34,carolina-panthers
Deven Thompkins,WR,155,68,24,carolina-panthers
Tommy Tremble,TE,250,76,24,carolina-panthers
Shy Tuttle,DT,300,75,29,carolina-panthers
Trevin Wallace,LB,244,73,21,carolina-panthers
DeShawn Williams,LB,258,77,27,carolina-panthers
Xavier Woods,DB,200,71,29,carolina-panthers
Bryce Young,QB,204,70,23,carolina-panthers
Chandler Zavala,OG,322,75,25,carolina-panthers
Popo Aumavae,DT,315,75,25,carolina-panthers
Anthony Brown,DB,192,71,30,carolina-panthers
Derrick Brown,DE,320,77,26,carolina-panthers
Austin Corbett,OG,305,76,29,carolina-panthers
Miles Sanders,RB,210,71,27,carolina-panthers
Nick Scott,DB,200,71,29,carolina-panthers
Ian Thomas,TE,260,76,28,carolina-panthers
Shaq Thompson,LB,230,72,30,carolina-panthers
Raequan Williams,DT,305,76,27,carolina-panthers
Mike Boone,RB,206,70,29,carolina-panthers
Ja'Tyre Carter,OG,311,75,25,carolina-panthers
Alex Cook,DB,196,73,25,carolina-panthers
Kenny Dyson,LB,235,75,23,carolina-panthers
Dillon Johnson,RB,218,72,23,carolina-panthers
Jordan Matthews,TE,212,75,32,carolina-panthers
Dax Milne,WR,190,73,25,carolina-panthers
Praise Olatoke,WR,205,74,24,carolina-panthers
Sam Pinckney,WR,220,76,25,carolina-panthers
Jack Plummer,QB,215,77,25,carolina-panthers
Andrew Raym,C,327,76,23,carolina-panthers
Sam Roberts,DT,295,77,26,carolina-panthers
Brandon Walton,OT,300,77,26,carolina-panthers
Jacoby Windmon,LB,250,74,23,carolina-panthers
Tariq Castro-Fields,DB,197,73,25,carolina-panthers
Charles Harris,DE,250,75,29,carolina-panthers
Marquis Haynes,LB,235,74,30,carolina-panthers
Troy Hill,DB,182,70,33,carolina-panthers
Thomas Incoom,LB,265,74,25,carolina-panthers
Tarron Jackson,DE,254,74,26,carolina-panthers
Diontae Johnson,WR,183,70,28,carolina-panthers
Shaq Lawson,DE,270,75,30,carolina-panthers
Eku Leota,LB,257,76,25,carolina-panthers
Jonathan Mingo,WR,220,74,23,carolina-panthers
Jayden Peevy,DE,308,77,25,carolina-panthers
Shaquille Quarterman,LB,234,72,27,carolina-panthers
Jamie Sheriff,LB,254,73,24,carolina-panthers
Nick Thurman,DT,305,76,29,carolina-panthers
Chandler Wooten,LB,230,75,25,carolina-panthers
Russ Yeast,DB,195,70,25,carolina-panthers
Ugo Amadi,DB,201,69,27,new-orleans-saints
Kevin Austin,WR,200,74,24,new-orleans-saints
Khristian Boyd,DT,320,74,24,new-orleans-saints
Bryan Bresee,DT,305,77,23,new-orleans-saints
Derek Carr,QB,215,75,33,new-orleans-saints
Demario Davis,LB,248,74,35,new-orleans-saints
Jaylan Ford,LB,240,74,23,new-orleans-saints
Isaiah Foskey,DE,265,77,24,new-orleans-saints
Taliese Fuaga,OT,324,78,22,new-orleans-saints
Willie Gay,LB,243,73,26,new-orleans-saints
Carl Granderson,DB,202,72,28,new-orleans-saints
Blake Grupe,K,156,67,26,new-orleans-saints
Jake Haener,QB,200,73,25,new-orleans-saints
William Harris,DB,206,73,28,new-orleans-saints
Matt Hayball,P,189,72,27,new-orleans-saints
Kyle Hergel,OG,315,74,25,new-orleans-saints
Taysom Hill,TE,221,74,34,new-orleans-saints
Dallin Holker,TE,241,75,24,new-orleans-saints
Jordan Howden,DB,209,72,24,new-orleans-saints
D'Marco Jackson,LB,233,73,26,new-orleans-saints
Shemar Jean-Charles,DB,184,70,26,new-orleans-saints
Juwan Johnson,TE,231,76,28,new-orleans-saints
Cameron Jordan,DE,287,76,35,new-orleans-saints
Alvin Kamara,RB,215,70,28,new-orleans-saints
Shane Lemieux,OG,310,76,27,new-orleans-saints
Tyrann Mathieu,DB,190,69,32,new-orleans-saints
Erik McCoy,C,303,76,27,new-orleans-saints
Ga'Quincy McKinstry,DB,199,71,22,new-orleans-saints
Jordan Mims,RB,206,70,25,new-orleans-saints
Foster Moreau,TE,250,76,27,new-orleans-saints
Anfernee Orji,LB,230,74,24,new-orleans-saints
Lucas Patrick,OG,313,75,31,new-orleans-saints
Rico Payton,DB,182,72,25,new-orleans-saints
Trevor Penning,OT,325,79,25,new-orleans-saints
Dante Pettis,WR,195,73,29,new-orleans-saints
Adam Prentice,RB,245,72,27,new-orleans-saints
Spencer Rattler,QB,211,72,24,new-orleans-saints
John Ridgeway,DT,321,77,25,new-orleans-saints
Cesar Ruiz,OG,316,76,25,new-orleans-saints
Nick Saldiveri,OG,316,78,24,new-orleans-saints
Khalen Saunders,DT,324,72,28,new-orleans-saints
Nephi Sewell,LB,228,72,25,new-orleans-saints
Nathan Shepherd,DT,315,76,31,new-orleans-saints
Alontae Taylor,DB,199,73,25,new-orleans-saints
Mason Tipton,WR,187,71,24,new-orleans-saints
Payton Turner,DE,270,78,25,new-orleans-saints
Olisaemeka Udoh,OG,325,78,27,new-orleans-saints
Marquez Valdes-Scantling,WR,206,76,30,new-orleans-saints
Pete Werner,LB,242,75,25,new-orleans-saints
Jamaal Williams,RB,224,72,29,new-orleans-saints
Cedrick Wilson,WR,179,70,29,new-orleans-saints
Zach Wood,LS,255,75,31,new-orleans-saints
Chase Young,DE,264,77,25,new-orleans-saints
Paulson Adebo,DB,192,73,25,new-orleans-saints
Justin Herron,OT,305,77,29,new-orleans-saints
Jerrod Means,WR,215,74,23,new-orleans-saints
Kendre Miller,RB,220,72,22,new-orleans-saints
Chris Olave,WR,187,72,24,new-orleans-saints
Camron Peterson,DT,280,77,25,new-orleans-saints
Rashid Shaheed,WR,180,72,26,new-orleans-saints
Rejzohn Wright,DB,193,74,24,new-orleans-saints
Tanoh Kpassagnon,DE,289,79,30,new-orleans-saints
Ryder Anderson,DE,280,78,26,new-orleans-saints
Austin Deculus,OT,321,77,25,new-orleans-saints
Josiah Ezirim,OT,329,78,23,new-orleans-saints
Tre Herndon,DB,185,71,28,new-orleans-saints
Jermaine Jackson,WR,170,67,24,new-orleans-saints
Michael Jacobson,TE,244,79,27,new-orleans-saints
Jacob Kibodi,RB,225,73,26,new-orleans-saints
Charlie Smyth,K,210,76,23,new-orleans-saints
Isaiah Stalbird,LB,215,73,24,new-orleans-saints
Roderic Teamer,DB,187,71,27,new-orleans-saints
Xazavian Valladay,RB,198,72,26,new-orleans-saints
Kendal Vickers,DT,295,75,29,new-orleans-saints
Johnathan Abram,DB,205,72,28,new-orleans-saints
Nook Bradford,DB,191,70,25,new-orleans-saints
Khaleke Hudson,LB,220,72,26,new-orleans-saints
Marshon Lattimore,DB,192,72,28,new-orleans-saints
Connor McGovern,C,306,76,31,new-orleans-saints
Christopher Reed,OG,314,75,32,new-orleans-saints
Graham Barton,C,314,77,22,tampa-bay-buccaneers
Chris Braswell,LB,255,75,23,tampa-bay-buccaneers
Ben Bredeson,DT,290,74,27,tampa-bay-buccaneers
Earnest Brown,DE,300,77,25,tampa-bay-buccaneers
Devin Culp,TE,237,76,24,tampa-bay-buccaneers
Lavonte David,LB,233,73,34,tampa-bay-buccaneers
Jamel Dean,DB,206,73,28,tampa-bay-buccaneers
Evan Deckers,LS,252,75,25,tampa-bay-buccaneers
YaYa Diaby,LB,270,76,25,tampa-bay-buccaneers
Payne Durham,TE,255,77,24,tampa-bay-buccaneers
Mike Edwards,DB,205,70,28,tampa-bay-buccaneers
Mike Evans,WR,231,77,31,tampa-bay-buccaneers
Tyrek Funderburk,DB,185,72,24,tampa-bay-buccaneers
Greg Gaines,DT,312,73,28,tampa-bay-buccaneers
William Gholston,DE,281,78,33,tampa-bay-buccaneers
Trenton Gill,P,219,76,25,tampa-bay-buccaneers
Luke Goedeke,OT,312,77,26,tampa-bay-buccaneers
Robert Hainsey,C,306,76,26,tampa-bay-buccaneers
Logan Hall,DE,283,78,24,tampa-bay-buccaneers
Josh Hayes,DB,190,72,25,tampa-bay-buccaneers
Troy Hill,DB,182,70,33,tampa-bay-buccaneers
Mar'Keise Irving,RB,195,70,22,tampa-bay-buccaneers
Christian Izien,DB,200,70,24,tampa-bay-buccaneers
Rakim Jarrett,WR,192,72,23,tampa-bay-buccaneers
Levi Jones,LB,225,74,26,tampa-bay-buccaneers
Calijah Kancey,DT,280,72,23,tampa-bay-buccaneers
Ko Kieft,TE,265,77,26,tampa-bay-buccaneers
Elijah Klein,OG,319,76,24,tampa-bay-buccaneers
